susc,0.1,0.15,0.2,0.25,0.5,0.75,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,15.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0
p1,-0.771496265348523,-1.1112210819995534,-4.399680040584078,-4.45493483373276,-7.340076195180201,-28.258019596243017,-28.805458148688746,-169.10488078942626,100.03430009046212,115.19692094901532,-202.21906098473733,-136.41063981254976,223.83779707850942,-143.54982472880386,-149.245264914783,57.267758846197964,56.86654582331643,-33.57608581337111,-34.91612370007289,144.3844476414902,98.90267442976315,-190.20831916379822,-172.9264329091644,99.7847513953133,-312.3408397646916,-23.10488754623594,7.572600514280299,-201.88457915674712,-70.20907889612873,-63.259950764026705,-57.86349458922228,-220.02714688991972,-354.2727178375773,-254.92741551842852,-204.30629653832176,-270.27861588550223,642.547477158862,-404.4655749743089,-63.293992345747796
p2,7.879822886653171,11.323065695072783,57.20879948381128,57.34599855148484,90.22059966294724,390.26497226794805,394.9770080138613,2507.9913963122117,-1570.7889594570074,-1707.7262595509326,2961.321542536895,2030.9129557362578,-3339.1878767094313,2073.0073098241987,2046.5068407309816,-940.4922087600459,-788.9700146939707,501.4573391790072,571.3642046024664,-2153.7233270593933,-1499.3756268338782,2807.799056228929,2475.0938606670543,-1559.719604006494,4632.507180178155,360.0432774693896,-137.51057288166584,2844.426694093784,1007.7952247579007,983.3791097407275,867.6022339558119,3424.674774394888,5165.692313767774,3775.6681307215395,2890.811282307036,3876.9630541172455,-9603.152064406264,6354.766851827836,773.0174834264378
p3,-31.233490842663088,-44.99818168702363,-299.52843727064436,-298.901613723128,-446.7930114903026,-2156.162730767557,-2177.450384995236,-14765.788327469427,9634.539508795488,9892.26316593598,-17212.040922451557,-12056.924808403899,19581.83044829576,-11958.044010804118,-11133.389087652346,5852.8974448129875,4122.267191003385,-3158.689029537745,-3846.539323296193,12460.603335134087,8751.143059597336,-16597.120826830564,-14198.224719533348,9397.673891882829,-27279.489106258607,-2399.106984893544,665.9770936881303,-16019.509430170863,-5944.552379460982,-6098.065382341115,-5195.9167394593815,-21212.444416520153,-29980.29682916992,-22341.59616382498,-16432.631810817238,-22261.861380548704,56607.76214046971,-39562.80900244555,-3919.399964982545
p4,57.69498755952568,84.32979484079881,784.4867453526778,782.8498693548926,1105.9872184612805,5931.6990043768965,5992.700570030028,43043.63890705135,-29013.98995764392,-28151.905956090246,49479.14137653617,35453.101987647555,-56686.440124267254,34233.80795609588,29883.875659076733,-17667.039525052736,-10301.478700964677,9996.407797145215,12748.735269804842,-35355.54026571503,-24986.710070930876,48711.54514646957,40469.05215535561,-27740.154793418747,79385.50183127697,7898.882262399574,-1145.101727763684,44776.490753872815,17553.36811648267,18606.355727556256,15178.483289653059,64832.82236978931,86112.96042935208,65482.34547026192,46464.14549352698,63440.9233814377,-165162.1430080945,121304.88543155287,9988.848819773475
p5,-45.64542554470872,-70.10384726077199,-1024.696157748882,-1026.6110690448763,-1367.1089727639483,-8120.679880573798,-8224.366951027594,-62122.52519158533,42914.72522130499,39342.619491654936,-70474.72577549299,-51747.762107105395,80879.41566519502,-48868.27273722213,-39896.3686470903,25681.597929507392,11894.838543147303,-16114.659328563315,-21121.097841638704,48878.8319117412,34521.851244317986,-71406.0425483894,-57819.217830155445,39656.29031298771,-114782.4775834135,-13351.66635274776,-518.4830802270495,-62789.5427619972,-26524.591800027887,-28771.200203408916,-22550.898707989156,-98816.07370546897,-123543.24737902662,-96216.91806844177,-66565.59125368141,-90917.70246748367,237372.10761852824,-184457.74967657865,-14117.417144162362
p6,8.763686303050882,16.881176478845667,532.6905422844223,537.28478667572,670.4297537088781,4412.1224106515865,4473.842950256978,35457.06180176504,-25051.55403878573,-21734.512907073302,39669.01462385329,29817.665927609087,-45712.85517490633,27618.694046285185,21025.429213328116,-14679.948221309636,-5137.702142474275,10165.296855083105,13581.764043837751,-26666.93563649417,-18782.205038994798,41441.667210165775,32779.24343229975,-22344.423573167674,65631.63710988029,8708.955621738072,1667.0878191333327,34990.67934998928,15910.311179686338,17526.40127075863,13140.593211691079,59487.04753072259,70303.53303047402,56101.13327988562,38086.60731754841,51829.88288503752,-135056.06558930725,110617.85853708023,8276.026177064818
std p1,0.24692523081813955,0.7900876862947724,1.011589413405548,1.1510289998137282,3.407696277383125,15.258396714862617,22.910989291528054,51.23623474364952,19.032133092616093,108.03555312296955,82.94594269168718,134.09698918316204,158.74952972783854,186.16732896820778,112.65708491064751,111.92489408474145,159.29461038967344,188.65251208108015,104.14784226708117,136.61056218624466,106.30236858105508,93.02327287281113,222.5478272173706,125.06612717605988,149.57593678255435,152.7748643596516,152.67816565046905,145.95109591993958,171.0821402983678,141.02416539557998,93.25015684550534,170.10060288088152,122.81688785635158,201.32835313814948,158.60902804857145,163.20655571624863,152.3125756761456,175.2802131638876,234.7623349341299
std p2,3.5980316227885765,11.51251806147048,14.7401986303705,16.771672440462,49.65587497408874,222.32826545393027,333.8522605489532,746.6011584471058,277.319970559742,1574.205127519261,1208.647843341535,1953.9420071044503,2313.2509617257265,2712.6537614914373,1641.5115171355037,1630.8926490541244,2321.1002352954742,2748.97403666184,1517.5478637154015,1990.590473425233,1548.968116838317,1355.4604061788918,3242.7508255023376,1822.403519433392,2179.565856709808,2226.159476044856,2224.76215586618,2126.7189387206204,2492.940692600781,2054.912454253154,1358.7645210847168,2478.640361389707,1789.5925845218744,2933.5381296273226,2311.1199397161768,2378.1096059899705,2219.4027094890175,2554.106463875759,3420.81270257316
std p3,20.742520229122782,66.36858739065744,84.97663263928851,96.68579423768082,286.2705891174,1281.6714579521833,1924.6905836044325,4304.2421706401165,1598.7172751236621,9075.120805089782,6967.873765888236,11264.232407020641,13336.1202173089,15638.031260709875,9462.942607404115,9402.017888175415,13380.830293251096,15848.01350995189,8748.463719920637,11475.617262868698,8929.740420295057,7814.089126988016,18693.92249987987,10506.202070461437,12565.335400329339,12833.836490237323,12825.902737092421,12260.561850075543,14371.963694466665,11846.483371037048,7833.119440441416,14289.534830506342,10316.82663198721,16911.208888030946,13323.323988602227,13709.547979548097,12794.789243381374,14724.545481995441,19720.897978512985
std p4,59.16145902969127,189.29359291285633,242.36868832439396,275.75856574028734,816.5123349024235,3655.4330804963884,5489.683399395471,12276.793889035138,4559.7692022975025,25883.545559577935,19873.774357449885,32127.18311538768,38037.88558612247,44601.60337336606,26989.150142851624,26816.21797458715,38163.87771122561,45202.11952717432,24951.824146683215,32730.33368910829,25469.229959284297,22286.91660046465,53317.26939079201,29965.87810687098,35839.15542178149,36604.656135011,36582.51962879088,34969.708205849856,40992.16496417736,33788.24824401532,22341.126944956057,40757.10835548343,29425.090083766227,48232.24751586125,37999.85298012668,39101.65955906192,36493.09627112779,41997.67754610481,56247.64708374882
std p5,83.51695456849494,267.2194209379235,342.14630305192463,389.27197674202523,1152.6731098521452,5160.107790688708,7749.80883268895,17331.292932966426,6436.835710569275,36538.696299462914,28055.476969317762,45352.628524173895,53698.34233846486,62961.81803625975,38098.745007134356,37855.790602513094,53874.090865094804,63811.66362105805,35223.4253413358,46204.3270181389,35954.31861641846,31461.49591468506,75265.12336436739,42302.48364109729,50593.96401479202,51674.15669993055,51643.78870197062,49366.537016409035,57868.70184800129,47697.944394437836,31537.911305188278,57536.97016504239,41538.125976687435,68086.02437948159,53642.382699542184,55198.29552562473,51516.52504225729,59287.98268936601,79403.56080327374
std p6,46.70203616203791,149.42591919965898,191.3253335412264,217.67182625718686,644.5755931312831,2885.3842590443705,4333.70103942724,9691.737735205144,3599.3779350243813,20431.833581715,15688.421544911222,25360.515610187787,30028.249986363924,35207.04106519685,21303.828737255364,21168.613219607858,30125.384494244918,35683.3471200648,19696.395119448378,25836.860188103943,20105.34724272627,17592.744723994878,42086.73590142708,23655.344643422588,28292.022163467962,28895.803325587258,28879.407137668833,27605.737112322364,32360.238168924225,26672.1780606222,17635.40659975326,32174.806399347708,23227.399103973647,38071.78306239018,29995.634068565952,30866.08689749907,28807.645401431848,33153.77929358318,44401.80075162892
least sq err,9.118628823057256e-13,2.9182317081867107e-12,3.736457615158904e-12,4.251575986421395e-12,1.2576455398448039e-11,5.6376284120536226e-11,8.453770148769557e-11,1.8908777938052578e-10,7.029916453246662e-11,3.9901684501621e-10,3.0612106009219237e-10,4.954574318575563e-10,5.85878836953009e-10,6.876366379614862e-10,4.1625144770960785e-10,4.133832012183451e-10,5.88186946361421e-10,6.962745422005854e-10,3.8478975187486255e-10,5.044320297636241e-10,3.9251309543759173e-10,3.435233576326037e-10,8.219886348309713e-10,4.616287753328821e-10,5.518118354782613e-10,5.638212911098979e-10,5.638941354859049e-10,5.389751570923515e-10,6.31523054062713e-10,5.20646635310818e-10,3.44283603771002e-10,6.277985914246564e-10,4.534284987995689e-10,7.43786587971464e-10,5.856216957807534e-10,6.029118271517602e-10,5.623082826480236e-10,6.470879931347655e-10,8.667044723930222e-10
R2,0.9999997738898091,0.9999995068121952,0.9999997232915897,0.999999841602906,0.9999998759449988,0.9999993150665997,0.9999993369418153,0.9999988776298016,0.999999920598283,0.9999983926696631,0.999999332006257,0.9999986587615148,0.9999984814864332,0.9999982380507257,0.9999994419561984,0.9999995134985209,0.999999112425275,0.9999988639594704,0.9999996798124832,0.999999487760341,0.999999708332915,0.999999788698927,0.9999988507837269,0.9999996537876499,0.999999525360555,0.9999995230453912,0.9999995394259705,0.9999995920222738,0.9999994568165761,0.9999996828579282,0.999999878848739,0.999999655848543,0.9999998328261156,0.9999995713550177,0.9999997427830253,0.9999997321815549,0.999999771377806,0.9999997003008878,0.9999994715302929
